application_id,customer_id,application_date,age,income,employment,home_ownership,region,credit_history_years,loan_amount,term_months,late_payments,debt_to_income,sent_to_collections,default
A01918,CU01402,2023-06-18,39,117000.0,Unemployed,Rent,South,9,73300.0,36,4,0.914,1,1
A02879,CU02109,2023-06-18,26,34200.0,Public sector,Rent,East,6,5000.0,24,1,0.332,0,0
A02461,CU01795,2023-06-18,37,32400.0,Salaried,Rent,South,0,13000.0,60,0,0.54,0,0
A02816,CU02065,2023-06-19,54,26700.0,Salaried,Mortgage,West,8,14900.0,60,0,0.741,0,0
A01309,CU00954,2023-06-20,23,22600.0,Unemployed,Rent,North,20,2800.0,60,2,0.349,0,0
A01872,CU01367,2023-06-21,51,22700.0,Salaried,Rent,West,6,7600.0,36,2,0.498,0,0
A02877,CU02108,2023-06-21,37,15100.0,Salaried,Own,North,12,3300.0,24,0,0.407,0,0
A00627,CU00453,2023-06-21,21,48300.0,Unemployed,Rent,East,8,41300.0,36,0,0.917,0,0
A00360,CU00264,2023-06-21,45,42700.0,Salaried,Own,North,4,17000.0,24,0,0.54,0,0
A01251,CU00911,2023-06-21,30,41700.0,Salaried,Mortgage,West,2,29700.0,24,0,0.9,0,0
A01486,CU01081,2023-06-22,35,21200.0,Salaried,Rent,North,2,13000.0,60,0,0.866,1,1
A02984,CU02186,2023-06-22,45,65200.0,Public sector,Mortgage,East,0,44400.0,24,1,0.77,0,0
A00829,CU00593,2023-06-23,32,56600.0,Self-employed,Own,East,6,42100.0,36,1,0.948,0,0
A01329,CU00969,2023-06-23,43,25500.0,Public sector,Mortgage,South,7,5100.0,36,0,0.399,0,0
A01570,CU01144,2023-06-24,65,32800.0,Salaried,Rent,South,20,9500.0,36,1,0.369,0,0
A02956,CU02166,2023-06-24,48,61700.0,Salaried,Own,North,10,22700.0,12,0,0.512,0,0
A01095,CU00813,2023-06-24,47,49600.0,Salaried,Own,South,8,31600.0,24,1,1.025,0,0
A00995,CU00735,2023-06-26,41,25100.0,Salaried,Rent,South,17,6600.0,36,2,0.606,0,0
A00427,CU00315,2023-06-27,44,18000.0,Salaried,Mortgage,North,3,14000.0,12,1,0.932,0,0
A02287,CU01676,2023-06-28,51,34000.0,Unemployed,Mortgage,South,0,3500.0,36,3,0.296,0,0
A02274,CU01666,2023-06-28,30,42700.0,Public sector,Mortgage,East,7,5100.0,60,5,0.335,0,0
A01610,CU01174,2023-06-29,65,31000.0,Salaried,Rent,East,10,25700.0,24,1,0.915,0,0
A01089,CU00810,2023-06-29,26,45000.0,Salaried,Own,East,8,21200.0,12,1,0.719,0,0
A00681,CU00494,2023-06-29,31,37900.0,Public sector,Rent,West,0,14900.0,60,1,0.617,1,1
A01421,CU01036,2023-06-29,45,55600.0,Self-employed,Mortgage,North,10,49500.0,60,1,1.214,1,1
A01730,CU01265,2023-06-29,68,30100.0,Salaried,Rent,West,6,17900.0,60,1,0.793,0,0
A02300,CU01685,2023-06-30,36,16000.0,Public sector,Rent,East,9,7500.0,36,0,0.577,0,0
A01444,CU01050,2023-06-30,44,20500.0,Salaried,Rent,South,7,16000.0,12,0,0.983,1,1
A01816,CU01329,2023-07-01,57,36000.0,Self-employed,Rent,West,4,23200.0,60,0,0.883,0,0
A01081,CU00802,2023-07-01,42,55100.0,Salaried,Rent,East,2,23400.0,12,0,0.57,0,0
A02847,CU02084,2023-07-02,39,15700.0,Self-employed,Mortgage,North,0,2400.0,60,0,0.296,0,0
A01675,CU01221,2023-07-02,48,32300.0,Public sector,Rent,East,10,7200.0,12,0,0.365,0,0
A02932,CU02149,2023-07-02,33,45900.0,Salaried,Mortgage,East,5,35900.0,60,3,0.87,1,1
A02344,CU01716,2023-07-03,36,23700.0,Salaried,Rent,North,0,12900.0,60,1,0.827,0,0
A02322,CU01699,2023-07-03,41,67900.0,Public sector,Own,North,14,27600.0,12,0,0.511,0,0
A00625,CU00452,2023-07-03,33,37100.0,Public sector,Rent,North,12,9200.0,24,1,0.453,0,0
A00345,CU00251,2023-07-03,27,22400.0,Salaried,Rent,South,3,16900.0,12,0,1.039,0,0
A00999,CU00738,2023-07-03,46,22300.0,Salaried,Mortgage,North,7,7100.0,24,1,0.435,0,0
A02698,CU01976,2023-07-05,58,40700.0,Salaried,Rent,North,7,31600.0,60,0,1.016,0,0
A00256,CU00188,2023-07-05,33,36800.0,Public sector,Rent,East,13,30500.0,60,1,1.004,0,0
A02837,CU02078,2023-07-05,50,47400.0,Public sector,Own,West,12,15400.0,60,0,0.508,0,0
A01369,CU00998,2023-07-06,36,15100.0,Salaried,Mortgage,East,11,6400.0,24,0,0.711,0,0
A02347,CU01718,2023-07-06,39,43600.0,Salaried,Own,South,3,30800.0,36,0,0.835,0,0
A02835,CU02077,2023-07-06,49,20700.0,Salaried,Mortgage,South,10,14600.0,60,0,0.89,0,0
A02669,CU01951,2023-07-06,34,47300.0,Salaried,Rent,West,12,41000.0,36,1,0.969,0,0
A01985,CU01456,2023-07-06,32,17300.0,Public sector,Rent,East,8,9300.0,12,2,0.757,0,0
A02024,CU01484,2023-07-06,41,23500.0,Salaried,Mortgage,South,10,16500.0,24,3,0.711,1,1
A01728,CU01264,2023-07-07,26,19900.0,Salaried,Rent,East,0,10100.0,60,1,0.748,0,0
A02396,CU01747,2023-07-07,52,46000.0,Salaried,Rent,West,5,39100.0,36,0,1.13,0,0
A00791,CU00562,2023-07-07,50,22600.0,Self-employed,Own,South,7,16200.0,12,1,1.024,1,1
A02365,CU01729,2023-07-07,43,30900.0,Salaried,Rent,East,5,16800.0,60,1,0.764,0,0
A01788,CU01308,2023-07-07,53,23700.0,Public sector,Rent,West,4,9500.0,36,0,0.598,0,0
A01351,CU00983,2023-07-08,56,32400.0,Salaried,Own,North,0,17900.0,12,2,0.853,0,0
A02222,CU01623,2023-07-09,26,25100.0,Public sector,Own,West,0,13700.0,24,1,0.714,0,0
A00033,CU00023,2023-07-10,36,83900.0,Salaried,Mortgage,North,11,72500.0,24,2,1.023,1,1
A01200,CU00880,2023-07-11,52,11200.0,Public sector,Mortgage,East,12,7600.0,12,1,0.945,0,0
A01229,CU00898,2023-07-11,23,22100.0,Salaried,Mortgage,South,4,13100.0,12,0,0.748,1,0
A01504,CU01095,2023-07-11,31,38800.0,Salaried,Own,North,10,33900.0,36,0,1.151,0,0
A02112,CU01547,2023-07-11,56,6700.0,Salaried,Rent,West,11,3900.0,12,0,0.752,0,0
A02092,CU01531,2023-07-11,29,33100.0,Self-employed,Rent,South,0,29100.0,24,0,1.083,0,0
A01321,CU00961,2023-07-13,36,18700.0,Public sector,Own,South,0,4900.0,12,0,0.494,0,0
A02705,CU01982,2023-07-13,60,27000.0,Salaried,Own,West,7,8400.0,24,0,0.46,0,0
A01830,CU01338,2023-07-13,34,30700.0,Salaried,Mortgage,North,10,10900.0,36,0,0.695,0,0
A00733,CU00526,2023-07-14,30,69900.0,Salaried,Own,North,8,41300.0,12,0,0.761,0,0
A02049,CU01500,2023-07-14,46,29200.0,Unemployed,Mortgage,South,6,23300.0,60,0,0.911,0,0
A00329,CU00241,2023-07-14,46,41500.0,Salaried,Own,East,14,31000.0,60,3,0.92,1,1
A00024,CU00018,2023-07-15,56,27900.0,Salaried,Mortgage,East,7,3500.0,60,1,0.457,0,0
A02444,CU01783,2023-07-15,53,21200.0,Salaried,Own,South,5,18700.0,60,0,1.067,1,1
A02466,CU01797,2023-07-16,40,19500.0,Public sector,Rent,West,9,6400.0,12,2,0.518,0,0
A02188,CU01599,2023-07-16,42,94000.0,Salaried,Mortgage,North,11,29200.0,12,0,0.506,0,0
A03004,CU02199,2023-07-16,57,38000.0,Salaried,Mortgage,East,11,26900.0,24,2,0.81,0,0
A00082,CU00062,2023-07-16,54,54500.0,Salaried,Rent,South,3,43300.0,24,0,1.133,0,0
A02829,CU02073,2023-07-16,38,34800.0,Salaried,Rent,East,0,10400.0,24,0,0.46,0,0
A01080,CU00801,2023-07-16,58,15700.0,Salaried,Own,West,14,7400.0,24,0,0.735,0,0
A00459,CU00337,2023-07-16,48,35700.0,Salaried,Rent,South,10,7900.0,12,1,0.42,0,0
A01529,CU01115,2023-07-17,34,38800.0,Self-employed,Own,West,6,6500.0,12,1,0.455,0,0
A00179,CU00124,2023-07-17,62,23700.0,Salaried,Rent,West,4,16000.0,24,1,0.728,0,0
A02008,CU01470,2023-07-17,45,55800.0,Salaried,Own,East,15,45200.0,12,0,1.053,0,0
A01302,CU00951,2023-07-18,21,43700.0,Unemployed,Rent,South,18,36800.0,12,2,1.035,1,1
A01408,CU01026,2023-07-18,41,144000.0,Public sector,Own,West,9,64600.0,60,1,0.496,0,0
A01479,CU01076,2023-07-18,54,35100.0,Self-employed,Rent,North,16,16800.0,12,2,0.673,0,0
A00940,CU00689,2023-07-18,32,52500.0,Salaried,Rent,West,0,11800.0,36,0,0.59,0,0
A00660,CU00477,2023-07-18,43,28500.0,Public sector,Mortgage,South,14,10300.0,24,0,0.288,0,0
A01697,CU01240,2023-07-18,22,17200.0,Salaried,Mortgage,East,5,3400.0,12,2,0.362,0,0
A02773,CU02033,2023-07-19,36,15600.0,Salaried,Rent,North,6,12500.0,24,2,1.005,0,0
A01079,CU00800,2023-07-19,38,43200.0,Self-employed,Own,North,9,34200.0,36,1,1.043,0,0
A00613,CU00446,2023-07-19,57,51200.0,Salaried,Rent,South,2,28200.0,36,4,0.752,1,0
A01911,CU01396,2023-07-19,45,56400.0,Public sector,Rent,South,7,37900.0,60,1,0.891,0,0
A00312,CU00228,2023-07-20,35,20700.0,Self-employed,Own,North,7,6500.0,60,0,0.442,0,0
A00349,CU00254,2023-07-20,44,45700.0,Salaried,Mortgage,North,12,30900.0,24,1,0.812,0,0
A01923,CU01406,2023-07-20,36,58100.0,Salaried,Rent,South,17,32200.0,60,0,0.735,0,0
A02336,CU01710,2023-07-20,53,63200.0,Unemployed,Mortgage,West,12,52200.0,12,1,1.106,1,1
A02543,CU01850,2023-07-21,36,41700.0,Public sector,Mortgage,South,11,4800.0,12,0,0.313,0,0
A01121,CU00830,2023-07-22,50,32800.0,Self-employed,Mortgage,West,2,25000.0,24,3,0.993,0,0
A00641,CU00464,2023-07-23,50,67000.0,Public sector,Own,East,10,41400.0,24,1,0.767,1,1
A01669,CU01215,2023-07-23,32,79900.0,Self-employed,Own,East,12,36800.0,36,0,0.649,0,0
A01579,CU01149,2023-07-23,35,35900.0,Salaried,Rent,North,0,5600.0,12,0,0.423,1,1
A01795,CU01313,2023-07-23,48,33200.0,Salaried,Own,West,8,21900.0,60,1,0.782,0,0
A00605,CU00439,2023-07-23,34,36200.0,Salaried,Mortgage,North,7,25200.0,60,0,0.894,0,0
A02716,CU01989,2023-07-24,33,31300.0,Salaried,Rent,East,2,13500.0,60,1,0.624,0,0
A00035,CU00025,2023-07-24,41,46000.0,Salaried,Own,West,5,14700.0,60,2,0.614,1,1
A02784,CU02042,2023-07-25,26,96600.0,Self-employed,Mortgage,East,13,9900.0,12,0,0.275,0,0
A02168,CU01588,2023-07-26,37,13000.0,Salaried,Mortgage,West,10,4300.0,36,3,0.471,1,1
A02292,CU01680,2023-07-27,59,31500.0,Salaried,Own,East,7,23600.0,12,0,0.897,0,0
A01148,CU00843,2023-07-28,33,19800.0,Salaried,Rent,East,0,6900.0,60,0,0.545,0,0
A01736,CU01269,2023-07-29,33,35600.0,Public sector,Own,East,2,24600.0,12,1,0.905,0,0
A00730,CU00525,2023-07-29,53,67600.0,Salaried,Own,East,9,34400.0,60,4,0.708,1,1
A02443,CU01782,2023-07-30,53,61700.0,Salaried,Rent,West,6,16100.0,12,0,0.443,0,0
A00887,CU00644,2023-07-31,38,71000.0,Salaried,Own,West,13,36100.0,60,0,0.639,0,0
A02352,CU01721,2023-07-31,57,45200.0,Self-employed,Rent,East,2,32300.0,12,1,0.886,0,0
A01046,CU00776,2023-07-31,44,62400.0,Public sector,Mortgage,West,12,47500.0,24,0,0.986,0,0
A01922,CU01405,2023-07-31,48,56500.0,Salaried,Mortgage,East,7,44300.0,60,1,1.114,0,0
A02853,CU02089,2023-08-01,48,43200.0,Salaried,Rent,North,8,34300.0,36,0,0.928,0,0
A02197,CU01604,2023-08-01,33,27500.0,Salaried,Rent,East,5,6700.0,36,0,0.434,0,0
A02241,CU01640,2023-08-01,56,86100.0,Salaried,Own,East,10,41500.0,24,2,0.704,0,0
A02655,CU01940,2023-08-01,37,34700.0,Salaried,Own,East,10,28700.0,60,0,1.102,1,1
A00987,CU00728,2023-08-01,37,29200.0,Public sector,Own,North,6,9900.0,60,2,0.693,0,0
A00953,CU00701,2023-08-01,25,181900.0,Public sector,Mortgage,West,14,52400.0,24,1,0.335,0,0
A00935,CU00686,2023-08-01,66,28300.0,Salaried,Own,East,5,7600.0,12,1,0.456,0,0
A01527,CU01113,2023-08-01,37,47600.0,Salaried,Rent,North,0,20000.0,24,0,0.592,0,0
A02679,CU01958,2023-08-02,24,34500.0,Public sector,Rent,East,4,18100.0,12,1,0.792,0,0
A01965,CU01439,2023-08-02,49,30200.0,Self-employed,Mortgage,North,16,4900.0,36,2,0.456,0,0
A02489,CU01811,2023-08-02,32,23400.0,Self-employed,Own,South,7,14200.0,60,1,0.752,0,0
A01225,CU00894,2023-08-02,41,76500.0,Public sector,Rent,North,14,36700.0,24,0,0.838,0,0
A00211,CU00152,2023-08-02,42,11500.0,Unemployed,Rent,South,5,2300.0,12,2,0.353,1,1
A01747,CU01277,2023-08-03,35,78500.0,Salaried,Own,East,5,33700.0,24,1,0.606,0,0
A01024,CU00757,2023-08-03,37,27500.0,Salaried,Mortgage,South,0,13400.0,12,1,0.573,1,1
A01380,CU01006,2023-08-03,43,21900.0,Salaried,Rent,North,3,17700.0,24,0,0.96,1,1
A01609,CU01173,2023-08-03,36,42600.0,Public sector,Rent,East,7,31700.0,36,1,0.935,0,0
A00526,CU00384,2023-08-03,59,33700.0,Self-employed,Rent,East,8,20100.0,36,1,0.966,0,0
A01765,CU01289,2023-08-05,24,46200.0,Self-employed,Rent,West,15,8600.0,12,2,0.405,1,1
A01798,CU01316,2023-08-05,54,68400.0,Salaried,Rent,East,11,54200.0,24,0,0.972,0,0
A00798,CU00569,2023-08-06,30,58300.0,Salaried,Rent,North,2,33400.0,24,0,0.841,0,0
A01247,CU00909,2023-08-07,58,32700.0,Salaried,Rent,East,4,14500.0,60,1,0.602,0,0
A00588,CU00429,2023-08-08,58,31200.0,Public sector,Rent,North,3,15100.0,36,1,0.714,0,0
A00597,CU00434,2023-08-08,22,43300.0,Salaried,Rent,East,9,35200.0,24,1,1.021,1,1
A02035,CU01492,2023-08-09,47,14200.0,Salaried,Mortgage,West,10,5700.0,60,0,0.566,0,0
A01150,CU00844,2023-08-09,35,41400.0,Self-employed,Mortgage,North,15,15100.0,60,0,0.614,1,0
A02771,CU02031,2023-08-09,40,23800.0,Unemployed,Rent,South,11,17100.0,60,1,0.944,1,1
A00875,CU00634,2023-08-09,44,28200.0,Salaried,Own,East,13,4300.0,60,1,0.292,1,1
A00317,CU00233,2023-08-09,46,19300.0,Public sector,Own,West,1,16300.0,24,0,0.964,0,0
A00443,CU00326,2023-08-09,49,41000.0,Salaried,Rent,West,3,31600.0,24,0,0.966,0,0
A00757,CU00540,2023-08-09,55,30800.0,Self-employed,Own,West,2,14700.0,36,0,0.613,0,0
A00986,CU00728,2023-08-09,37,29200.0,Public sector,Own,North,6,8300.0,24,0,0.581,0,0
A02949,CU02160,2023-08-10,30,11900.0,Self-employed,Mortgage,West,2,8800.0,12,0,0.969,0,0
A01641,CU01197,2023-08-10,31,53800.0,Salaried,Rent,North,3,31000.0,24,1,0.84,0,0
A02658,CU01943,2023-08-11,31,25000.0,Public sector,Rent,North,1,18100.0,12,0,1.11,1,1
A01588,CU01155,2023-08-11,21,28600.0,Salaried,Rent,North,9,17300.0,12,0,0.735,0,0
A02301,CU01686,2023-08-11,34,22400.0,Salaried,Mortgage,West,7,10200.0,12,0,0.684,0,0
A02983,CU02185,2023-08-11,21,48700.0,Unemployed,Rent,North,10,22000.0,24,1,0.621,0,0
A00194,CU00138,2023-08-11,37,19500.0,Salaried,Mortgage,South,6,6500.0,12,0,0.548,0,0
A00254,CU00187,2023-08-11,38,35400.0,Salaried,Mortgage,North,11,8200.0,36,1,0.418,0,0
A02580,CU01878,2023-08-11,40,45600.0,Public sector,Mortgage,West,17,19400.0,60,1,0.681,0,0
A00932,CU00684,2023-08-12,29,71000.0,Public sector,Own,West,6,11100.0,12,0,0.335,0,0
A02930,CU02147,2023-08-12,52,47200.0,Salaried,Rent,South,2,22500.0,60,0,0.685,0,0
A02636,CU01926,2023-08-12,29,23900.0,Salaried,Mortgage,West,2,9700.0,12,1,0.682,0,0
A00594,CU00432,2023-08-13,35,81500.0,Self-employed,Mortgage,West,9,31400.0,24,0,0.559,0,0
A00448,CU00331,2023-08-13,57,37900.0,Unemployed,Own,North,14,29100.0,60,3,0.993,0,0
A00136,CU00094,2023-08-14,24,38300.0,Self-employed,Rent,North,1,15100.0,12,0,0.651,0,0
A00933,CU00685,2023-08-14,21,141200.0,Salaried,Rent,South,4,122800.0,36,1,1.128,0,0
A01215,CU00888,2023-08-15,52,47300.0,Self-employed,Rent,East,5,23300.0,36,1,0.593,0,0
A00487,CU00358,2023-08-16,39,30800.0,Salaried,Own,East,6,6500.0,36,0,0.538,1,0
A00679,CU00492,2023-08-16,41,19600.0,Public sector,Rent,West,13,12500.0,24,0,0.801,0,0
A01833,CU01339,2023-08-16,53,31800.0,Self-employed,Rent,East,8,8000.0,36,1,0.317,0,0
A00969,CU00713,2023-08-16,40,45800.0,Salaried,Rent,South,13,32400.0,36,1,0.826,0,0
A02144,CU01570,2023-08-16,32,42100.0,Salaried,Mortgage,South,11,8600.0,24,0,0.369,0,0
A01217,CU00889,2023-08-17,47,25400.0,Salaried,Rent,South,3,4800.0,12,0,0.371,0,0
A02861,CU02096,2023-08-18,23,13300.0,Salaried,Mortgage,West,8,5600.0,60,0,0.523,0,0
A00689,CU00501,2023-08-18,44,119200.0,Public sector,Mortgage,North,0,22200.0,60,2,0.45,1,1
A00538,CU00392,2023-08-19,30,43000.0,Salaried,Own,North,15,23600.0,60,0,0.656,0,0
A01796,CU01314,2023-08-20,34,36700.0,Public sector,Rent,North,14,18200.0,60,1,0.565,0,1
A02546,CU01852,2023-08-20,29,45900.0,Salaried,Rent,South,9,36600.0,60,1,1.055,0,0
A00534,CU00390,2023-08-22,41,33200.0,Self-employed,Own,South,4,21300.0,36,3,0.935,1,1
A02839,CU02079,2023-08-22,45,68900.0,Salaried,Mortgage,South,8,58800.0,60,3,1.118,0,0
A02094,CU01533,2023-08-22,56,23300.0,Self-employed,Mortgage,West,2,5000.0,36,1,0.386,0,0
A02225,CU01625,2023-08-23,34,41400.0,Public sector,Rent,West,13,23600.0,36,1,0.83,1,1
A00616,CU00448,2023-08-23,44,38800.0,Salaried,Rent,South,15,11700.0,24,1,0.654,0,0
A02074,CU01518,2023-08-24,53,16800.0,Salaried,Rent,North,4,12900.0,60,0,0.901,0,0
A02663,CU01947,2023-08-25,21,81800.0,Salaried,Rent,West,9,66400.0,24,2,1.043,1,1
A02018,CU01478,2023-08-25,37,14100.0,Salaried,Rent,North,13,6000.0,36,1,0.701,0,0
A02795,CU02051,2023-08-26,44,71800.0,Salaried,Own,East,21,41700.0,36,0,0.821,0,0
A00777,CU00551,2023-08-26,44,38000.0,Salaried,Own,West,7,9800.0,12,0,0.317,0,0
A00695,CU00504,2023-08-26,31,62100.0,Self-employed,Rent,South,14,16000.0,24,1,0.451,1,1
A00004,CU00003,2023-08-27,54,82100.0,Self-employed,Own,South,12,18000.0,60,2,0.299,0,0
A02502,CU01821,2023-08-28,36,22900.0,Salaried,Own,North,4,19600.0,36,0,1.152,0,0
A01745,CU01275,2023-08-28,61,13300.0,Public sector,Rent,East,8,9800.0,36,0,0.936,0,0
A02903,CU02125,2023-08-29,30,120900.0,Unemployed,Rent,West,14,105400.0,12,1,1.007,0,0
A00846,CU00609,2023-08-29,27,11600.0,Salaried,Own,West,6,3900.0,60,1,0.457,0,0
A02812,CU02062,2023-08-29,41,21600.0,Public sector,Mortgage,North,7,11900.0,36,1,0.566,0,0
A02496,CU01817,2023-08-29,37,57100.0,Salaried,Rent,South,9,32100.0,36,1,0.649,0,0
A01059,CU00783,2023-08-30,37,23000.0,Public sector,Mortgage,North,8,18700.0,60,2,1.083,0,0
A01583,CU01152,2023-08-30,41,29500.0,Salaried,Rent,West,9,19800.0,12,1,0.901,1,1
A01222,CU00892,2023-08-30,35,17200.0,Salaried,Rent,West,12,2800.0,60,3,0.294,1,1
A02458,CU01794,2023-08-30,37,37800.0,Public sector,Own,West,0,22600.0,60,2,0.855,0,0
A02661,CU01945,2023-08-31,37,58900.0,Salaried,Rent,North,13,35000.0,12,1,0.838,1,1
A02034,CU01491,2023-09-01,43,10900.0,Salaried,Own,West,5,1700.0,12,0,0.184,0,0
A01060,CU00784,2023-09-01,38,62800.0,Public sector,Rent,North,9,9600.0,24,1,0.302,0,0
A01764,CU01288,2023-09-02,50,68600.0,Salaried,Mortgage,West,8,51000.0,36,2,1.067,1,1
A00272,CU00201,2023-09-02,21,27900.0,Salaried,Own,East,12,12600.0,60,0,0.681,0,0
A02000,CU01466,2023-09-02,44,62600.0,Salaried,Mortgage,East,0,55900.0,12,0,1.164,0,0
A00700,CU00507,2023-09-02,54,43000.0,Salaried,Own,North,7,11900.0,12,1,0.477,0,0
A02620,CU01915,2023-09-02,23,35100.0,Unemployed,Rent,South,7,12700.0,12,1,0.6,1,1
A00297,CU00220,2023-09-02,42,34400.0,Public sector,Mortgage,West,10,17600.0,36,0,0.614,0,0
A01051,CU00779,2023-09-03,51,27100.0,Self-employed,Rent,North,9,3400.0,36,1,0.422,0,0
A00096,CU00072,2023-09-03,35,23500.0,Public sector,Own,South,9,8100.0,24,4,0.546,1,1
A02382,CU01739,2023-09-03,65,22700.0,Salaried,Rent,East,10,3100.0,60,1,0.209,0,0
A01835,CU01340,2023-09-03,35,15400.0,Salaried,Own,North,9,1800.0,36,3,0.253,0,0
A00060,CU00047,2023-09-03,41,122800.0,Self-employed,Own,South,13,34200.0,36,0,0.409,0,0
A01859,CU01360,2023-09-04,53,39500.0,Salaried,Rent,West,10,34000.0,60,1,1.037,1,1
A02271,CU01663,2023-09-04,47,26600.0,Public sector,Own,South,4,12700.0,12,0,0.704,0,0
A02211,CU01615,2023-09-04,37,26600.0,Salaried,Own,East,12,5700.0,24,1,0.403,0,0
A01495,CU01089,2023-09-04,53,42400.0,Salaried,Rent,South,0,11200.0,60,1,0.59,0,0
A02933,CU02150,2023-09-04,47,23200.0,Salaried,Mortgage,West,8,10100.0,12,1,0.744,0,0
A01914,CU01399,2023-09-05,41,10100.0,Salaried,Mortgage,East,5,6400.0,36,1,0.726,0,1
A00031,CU00023,2023-09-05,36,83900.0,Salaried,Mortgage,North,11,69400.0,24,0,0.975,0,0
A00471,CU00347,2023-09-05,24,16400.0,Salaried,Mortgage,South,0,13300.0,24,1,0.983,0,0
A02242,CU01641,2023-09-05,21,24200.0,Salaried,Own,North,8,20100.0,12,1,1.063,0,0
A02653,CU01939,2023-09-05,31,13700.0,Public sector,Rent,South,6,8100.0,24,1,0.789,0,0
A02427,CU01771,2023-09-05,23,22600.0,Self-employed,Own,West,12,8400.0,60,1,0.618,0,0
A00864,CU00623,2023-09-05,30,35600.0,Public sector,Mortgage,West,3,19500.0,24,1,0.78,0,0
A00251,CU00186,2023-09-06,37,20600.0,Salaried,Rent,South,0,2500.0,36,0,0.318,0,0
A02973,CU02178,2023-09-06,43,28800.0,Salaried,Mortgage,West,8,11600.0,24,2,0.647,0,0
A01206,CU00883,2023-09-06,26,55500.0,Self-employed,Own,North,14,12400.0,24,2,0.371,0,0
A02129,CU01557,2023-09-07,43,31600.0,Salaried,Mortgage,West,1,22400.0,36,4,0.933,0,0
A00910,CU00664,2023-09-07,36,28800.0,Salaried,Mortgage,East,7,22200.0,36,1,1.096,0,0
A01282,CU00935,2023-09-08,38,43800.0,Self-employed,Own,South,7,32100.0,12,1,0.924,0,0
A00454,CU00334,2023-09-09,37,73200.0,Salaried,Own,East,13,7400.0,60,0,0.294,0,0
A00676,CU00489,2023-09-09,41,22900.0,Self-employed,Mortgage,West,6,13000.0,12,2,0.673,1,1
A00034,CU00024,2023-09-09,40,50800.0,Self-employed,Rent,North,3,34700.0,12,0,0.907,1,1
A00191,CU00135,2023-09-09,54,41000.0,Public sector,Mortgage,North,6,17100.0,60,0,0.625,0,0
A01575,CU01147,2023-09-09,64,55000.0,Salaried,Rent,North,11,22100.0,24,2,0.732,1,1
A01449,CU01054,2023-09-09,59,55900.0,Salaried,Mortgage,East,2,20900.0,36,0,0.426,0,0
A00021,CU00015,2023-09-09,27,39700.0,Public sector,Own,West,9,24600.0,36,3,0.874,0,0
A00855,CU00616,2023-09-09,33,34400.0,Public sector,Rent,West,6,13200.0,60,2,0.67,0,0
A02968,CU02175,2023-09-11,33,20500.0,Salaried,Mortgage,South,15,7700.0,12,1,0.48,0,0
A00769,CU00547,2023-09-11,54,80000.0,Salaried,Own,South,5,25700.0,60,0,0.618,0,0
A02564,CU01865,2023-09-12,50,19200.0,Unemployed,Mortgage,West,10,5500.0,12,0,0.417,0,0
A02511,CU01830,2023-09-12,42,31500.0,Unemployed,Rent,South,5,4400.0,24,2,0.412,0,0
A02121,CU01552,2023-09-12,48,20200.0,Public sector,Rent,West,4,17000.0,12,3,1.002,1,1
A02224,CU01624,2023-09-12,21,34900.0,Salaried,Rent,West,3,22300.0,36,1,0.862,0,0
A02842,CU02080,2023-09-12,43,22800.0,Salaried,Mortgage,East,11,20100.0,36,0,1.127,1,1
A00061,CU00048,2023-09-13,29,26300.0,Self-employed,Own,West,4,14100.0,12,1,0.81,0,0
A01362,CU00992,2023-09-13,33,31300.0,Public sector,Rent,West,12,21100.0,12,0,0.879,0,0
A01984,CU01455,2023-09-14,54,39700.0,Self-employed,Rent,East,4,8100.0,36,1,0.408,1,1
A01615,CU01178,2023-09-14,27,32400.0,Salaried,Own,East,13,12700.0,24,2,0.709,0,0
A02215,CU01618,2023-09-14,24,55200.0,Public sector,Rent,North,7,9900.0,36,0,0.406,0,0
A01343,CU00977,2023-09-14,24,33000.0,Salaried,Rent,East,16,16700.0,36,0,0.646,0,0
A02407,CU01754,2023-09-14,21,44300.0,Public sector,Mortgage,South,0,17300.0,24,0,0.729,0,0
A01601,CU01165,2023-09-14,38,56300.0,Public sector,Mortgage,East,7,39200.0,36,2,0.947,0,0
A00888,CU00645,2023-09-15,58,66700.0,Public sector,Mortgage,East,14,29600.0,60,0,0.502,0,0
A01637,CU01195,2023-09-15,33,50100.0,Salaried,Own,East,14,14400.0,12,2,0.502,0,0
A00318,CU00234,2023-09-15,59,20000.0,Public sector,Own,East,4,16000.0,36,0,1.081,0,0
A02976,CU02179,2023-09-15,42,44300.0,Salaried,Mortgage,West,5,12400.0,12,1,0.565,1,1
A02760,CU02025,2023-09-16,27,35500.0,Public sector,Rent,South,6,22000.0,60,0,0.712,0,0
A01767,CU01291,2023-09-17,39,66400.0,Self-employed,Rent,South,7,25900.0,24,0,0.607,0,0
A00763,CU00544,2023-09-17,44,35500.0,Unemployed,Own,West,2,8600.0,24,0,0.452,0,0
A00686,CU00498,2023-09-18,33,25100.0,Salaried,Mortgage,East,5,5200.0,36,0,0.438,0,0
A00170,CU00118,2023-09-18,41,37100.0,Self-employed,Own,East,11,9200.0,36,0,0.51,0,0
A00296,CU00219,2023-09-18,49,23600.0,Self-employed,Mortgage,North,12,5400.0,24,1,0.54,0,0
A02153,CU01576,2023-09-18,41,23500.0,Self-employed,Rent,West,6,3400.0,36,1,0.376,0,0
